sopt,0.8,0.999,40,72,2,7.88096,2.4537e-06,9.82245e-05,5.46857e-05
qdeim,0.8,0.999,40,72,2,3.39462,1.35735e-06,0.000160324,7.26521e-05
gnat,0.8,0.999,40,72,2,2.72713,2.57152e-06,0.000103959,3.01507e-05
sopt,0.8,0.999,40,72,3,12.4741,1.80062e-06,8.54213e-05,5.86119e-05
qdeim,0.8,0.999,40,72,3,4.23437,1.00172e-06,0.000168028,7.37751e-05
gnat,0.8,0.999,40,72,3,2.93603,2.49091e-06,0.000104179,3.02264e-05
sopt,0.8,0.999,40,72,4,15.6371,1.51289e-06,7.94194e-05,6.50302e-05
qdeim,0.8,0.999,40,72,4,4.59624,1.02423e-06,0.000160224,7.12658e-05
gnat,0.8,0.999,40,72,4,3.79277,2.58777e-06,0.000103977,3.02132e-05
sopt,0.8,0.999,40,72,5,18.5859,1.49173e-06,7.87381e-05,6.91088e-05
qdeim,0.8,0.999,40,72,5,4.65479,9.94841e-07,0.000173474,7.22445e-05
gnat,0.8,0.999,40,72,5,3.47676,2.65632e-06,9.42376e-05,2.90885e-05
sopt,0.8,0.999,40,72,6,22.5154,1.36941e-06,7.6515e-05,7.12999e-05
qdeim,0.8,0.999,40,72,6,5.10657,8.29739e-07,0.000175337,7.21233e-05
gnat,0.8,0.999,40,72,6,3.87367,2.70065e-06,8.87314e-05,2.91076e-05
sopt,0.8,0.999,40,72,7,26.477,1.25237e-06,7.45614e-05,7.30999e-05
qdeim,0.8,0.999,40,72,7,5.8009,8.93794e-07,0.000180768,7.14945e-05
gnat,0.8,0.999,40,72,7,4.0455,2.75197e-06,8.41929e-05,2.91361e-05
sopt,0.8,0.999,40,72,8,30.2237,1.19502e-06,7.32122e-05,7.47039e-05
qdeim,0.8,0.999,40,72,8,5.99597,8.32194e-07,0.000185638,7.10439e-05
gnat,0.8,0.999,40,72,8,3.82834,2.78231e-06,8.11398e-05,2.91204e-05
sopt,0.8,0.999,40,72,9,34.5303,1.12513e-06,7.19318e-05,7.53864e-05
qdeim,0.8,0.999,40,72,9,6.94178,8.62451e-07,0.000183864,7.00696e-05
gnat,0.8,0.999,40,72,9,3.80943,2.72405e-06,8.49916e-05,2.94772e-05
