EQPglobal,20,26,0.1,0.9999,,1.73347e-08,1.17879e-06,4.88485e-08,3.72942,18,30,63,126,84,126,84,126,84,126,84,126,84,126,84,105,84,105,84,105,84,105,63,105,63,126,63,126,63,126,63,147,63,126,63,126,63,126,63,126,84,126,84,105,84,105,84,105,84,105,92,115,
EQP,20,26,0.1,0.9999,80,0.000109729,0.0265877,0.000467649,2.79412,18,30,63,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,63,80,63,80,63,80,63,80,63,80,63,80,63,80,63,80,63,80,80,80,80,80,80,80,80,80,80,80,80,80,
EQP,20,26,0.1,0.9999,120,1.71624e-08,1.10369e-06,4.9964e-08,3.42595,18,30,63,120,84,120,84,120,84,120,84,120,84,120,84,105,84,105,84,105,84,105,63,105,63,120,63,120,63,120,63,120,63,120,63,120,63,120,63,120,84,120,84,105,84,105,84,105,84,105,92,115,
EQP,20,26,0.1,0.9999,160,1.73347e-08,1.17879e-06,4.88485e-08,10.9076,18,30,63,126,84,126,84,126,84,126,84,126,84,126,84,105,84,105,84,105,84,105,63,105,63,126,63,126,63,126,63,147,63,126,63,126,63,126,63,126,84,126,84,105,84,105,84,105,84,105,92,115,
EQP,20,26,0.1,0.9999,200,1.73347e-08,1.17879e-06,4.88485e-08,17.4601,18,30,63,126,84,126,84,126,84,126,84,126,84,126,84,105,84,105,84,105,84,105,63,105,63,126,63,126,63,126,63,147,63,126,63,126,63,126,63,126,84,126,84,105,84,105,84,105,84,105,92,115,
EQP,20,26,0.1,0.9999,240,1.73347e-08,1.17879e-06,4.88485e-08,10.5772,18,30,63,126,84,126,84,126,84,126,84,126,84,126,84,105,84,105,84,105,84,105,63,105,63,126,63,126,63,126,63,147,63,126,63,126,63,126,63,126,84,126,84,105,84,105,84,105,84,105,92,115,
EQP,20,26,0.1,0.9999,280,1.73347e-08,1.17879e-06,4.88485e-08,2.70202,18,30,63,126,84,126,84,126,84,126,84,126,84,126,84,105,84,105,84,105,84,105,63,105,63,126,63,126,63,126,63,147,63,126,63,126,63,126,63,126,84,126,84,105,84,105,84,105,84,105,92,115,
EQP,20,26,0.1,0.9999,320,1.73347e-08,1.17879e-06,4.88485e-08,7.37729,18,30,63,126,84,126,84,126,84,126,84,126,84,126,84,105,84,105,84,105,84,105,63,105,63,126,63,126,63,126,63,147,63,126,63,126,63,126,63,126,84,126,84,105,84,105,84,105,84,105,92,115,
EQP,20,26,0.1,0.9999,360,1.73347e-08,1.17879e-06,4.88485e-08,18.1931,18,30,63,126,84,126,84,126,84,126,84,126,84,126,84,105,84,105,84,105,84,105,63,105,63,126,63,126,63,126,63,147,63,126,63,126,63,126,63,126,84,126,84,105,84,105,84,105,84,105,92,115,
EQP,20,26,0.1,0.9999,400,1.73347e-08,1.17879e-06,4.88485e-08,6.99791,18,30,63,126,84,126,84,126,84,126,84,126,84,126,84,105,84,105,84,105,84,105,63,105,63,126,63,126,63,126,63,147,63,126,63,126,63,126,63,126,84,126,84,105,84,105,84,105,84,105,92,115,
